ID,Category,Synomyms,Related synonyms,Name,ExactSynonym and label identical,description jaccard diff,Legacy Description,description details comment,Claude opus Aristotelian definition,Curated Claude opus Aristotelian definition,Reference (DOI),Layers comment,layer parts,Parent
AIO:ThresholdAutoregressive,AIO:ModelSubset,TAR,,Threshold Autoregressive,FALSE,#N/A,,,"A model that allows for different autoregressive processes depending on the regime or state of the time series, enabling the capture of nonlinear behaviors.","A model that allows for different autoregressive processes depending on the regime or state of the time series, enabling the capture of nonlinear behaviors.",https://dx.doi.org/10.1080/01621459.1989.10478760,,,AIO:Model
AIO:DynamicConditionalCorrelation,AIO:ModelSubset,DCC,,Dynamic Conditional Correlation,FALSE,#N/A,,,"A model that allows for time-varying correlations between different time series, used in financial econometrics to model and forecast covariances.","A model that allows for time-varying correlations between different time series, used in financial econometrics to model and forecast covariances.",,,,AIO:Model
AIO:VectorAutoregression,AIO:ModelSubset,VAR,,Vector Autoregression,FALSE,#N/A,,,"A model that captures the linear interdependencies among multiple time series, where each variable is modeled as a linear function of its own past values and the past values of all other variables in the system.","A model that captures the linear interdependencies among multiple time series, where each variable is modeled as a linear function of its own past values and the past values of all other variables in the system.",,,,AIO:Model
AIO:AutoregressiveMovingAverage,AIO:ModelSubset,ARMA,,Autoregressive Moving Average,FALSE,#N/A,,,"A model that combines autoregressive (AR) and moving average (MA) components to represent time series data, suitable for stationary series without the need for differencing.","A model that combines autoregressive (AR) and moving average (MA) components to represent time series data, suitable for stationary series without the need for differencing.",,,,AIO:Model
AIO:ExponentialSmoothingStateSpaceModel,AIO:ModelSubset,ETS,,Exponential Smoothing State Space Model,FALSE,#N/A,,,"A model that combines exponential smoothing with state space modeling, allowing for the inclusion of both trend and seasonal components. Used in  forecasting.","A model that combines exponential smoothing with state space modeling, allowing for the inclusion of both trend and seasonal components. Used in  forecasting.",,,,AIO:Model
AIO:AutoregressiveConditionalHeteroskedasticity,AIO:ModelSubset,ARCH,,Autoregressive Conditional Heteroskedasticity,FALSE,#N/A,,,"A model that describes the variance of the current error term as a function of the previous periods' error terms, capturing volatility clustering. Used for time series data.","A model that describes the variance of the current error term as a function of the previous periods' error terms, capturing volatility clustering. Used for time series data.",,,,AIO:Model
AIO:SeasonalAutoregressiveIntegratedMovingAverage,AIO:ModelSubset,SARIMA,,Seasonal Autoregressive Integrated Moving-Average,FALSE,#N/A,,,"A model that extends ARIMA, explicitly supporting univariate time series data with a seasonal component, combining seasonal differencing with ARIMA modeling.","A model that extends ARIMA, explicitly supporting univariate time series data with a seasonal component, combining seasonal differencing with ARIMA modeling.",,,,AIO:Model
AIO:AutoregressiveDistributedLag,AIO:ModelSubset,ARDL,,Autoregressive Distributed Lag,FALSE,#N/A,,,"A model that includes lagged values of both the dependent variable and one or more independent variables, capturing dynamic relationships over time. Used in time series analysis.","A model that includes lagged values of both the dependent variable and one or more independent variables, capturing dynamic relationships over time. Used in time series analysis.",,,,AIO:Model
AIO:GeneralizedAutoregressiveConditionalHeteroskedasticity,AIO:ModelSubset,GARCH,,Generalized Autoregressive Conditional Heteroskedasticity,FALSE,#N/A,,,"A model that incorporates lagged conditional variances, allowing for more flexibility in modeling time-varying volatility.","A model that incorporates lagged conditional variances, allowing for more flexibility in modeling time-varying volatility.",,,,AIO:Model
AIO:AutoregressiveIntegratedMovingAverage,AIO:ModelSubset,ARIMA,,Autoregressive Integrated Moving Average,FALSE,#N/A,,,"A model which combines autoregression (AR), differencing (I), and moving average (MA) components. Used for analyzing and forecasting time series data.","A model which combines autoregression (AR), differencing (I), and moving average (MA) components. Used for analyzing and forecasting time series data.",,,,AIO:Model
AIO:ModularLLM,AIO:ModelSubset,Modular Large Language Model,component skills|skill composition,Modular LLM,FALSE,0.20,,,A modular large language model that consists of multiple specialized components or skills that can be dynamically composed and recombined to solve complex tasks mimicking the modular structure of human cognition.,A modular language model that consists of multiple specialized components or skills that can be dynamically composed and recombined to solve complex tasks mimicking the modular structure of human cognition.,https://arxiv.org/abs/2302.11529v2,,,AIO:ModularLanguageModel
AIO:MultimodalLLM,AIO:ModelSubset,Multimodal Large Language Model,cross-modal grounding,Multimodal LLM,FALSE,0.34,,,A multimodal large language model that learns joint representations across different modalities like text vision and audio in an end-to-end fashion for better cross-modal understanding and generation.,A multimodal large language model that learns joint representations across different modalities like text vision and audio in an end-to-end fashion for better cross-modal understanding and generation.,https://arxiv.org/abs/2303.17580,,,AIO:MultimodalLanguageModel
AIO:MultimodalPromptbasedLanguageModel,AIO:ModelSubset,,,Multimodal Prompt-based Language Model,FALSE,#N/A,,,"A multimodal LLM which processes prompts that include multiple modalities, such as both text and images, to generate relevant responses.","A multimodal large language model which processes prompts that include multiple modalities, such as both text and images, to generate relevant responses.",https://arxiv.org/abs/2210.03094,,,AIO:MultimodalLanguageModel
AIO:ArtificialNeuralNetwork,AIO:NetworkSubset,ANN|NN,,Artificial Neural Network,FALSE,0.58,"An artificial neural network (ANN) is based on a collection of connected units or nodes called artificial neurons, modeled after biological neurons, with connections transmitting signals processed by non-linear functions.","An artificial neural network (ANN) is based on a collection of connected units or nodes called artificial neurons, modeled after biological neurons, with connections transmitting signals processed by non-linear functions.",A network based on a collection of connected units called artificial neurons modeled after biological neurons.,A network based on a collection of connected units called artificial neurons modeled after biological neurons.,https://en.wikipedia.org/wiki/Artificial_neural_network,,,AIO:Network
AIO:UnsupervisedPretrainedNetwork,AIO:NetworkSubset,UPN,,Unsupervised Pretrained Network,FALSE,0.54,"Unsupervised pre-training initializes a discriminative neural net from one trained using an unsupervised criterion, aiding in optimization and overfitting issues.","Unsupervised pre-training initializes a discriminative neural net from one trained using an unsupervised criterion, aiding in optimization and overfitting issues.",A network that initializes a discriminative neural net from one trained using an unsupervised criterion.,A network that initializes a discriminative neural net from one trained using an unsupervised criterion.,https://metacademy.org/graphs/concepts/unsupervised_pre_training,,,AIO:Network
AIO:BayesianNetwork,AIO:NetworkSubset,,,Bayesian Network,FALSE,0.30,A probabilistic graphical model representing variables and their conditional dependencies via a directed acyclic graph (DAG).,,A network that is a probabilistic graphical model representing variables and their conditional dependencies via a directed acyclic graph.,A network that is a probabilistic graphical model representing variables and their conditional dependencies via a directed acyclic graph.,https://en.wikipedia.org/wiki/Bayesian_network,,,AIO:Network
AIO:MarkovChain,AIO:ModelSubset,MC|Markov Process|MP,,Markov Chain,FALSE,0.16,A Markov chain is a stochastic model describing a sequence of possible events where the probability of each event depends only on the previous event's state.,,A network that is a stochastic model describing a sequence of possible events where the probability of each event depends only on the previous event's state.,A network that is a stochastic model describing a sequence of possible events where the probability of each event depends only on the previous event's state.,https://en.wikipedia.org/wiki/Markov_chain,Layers: Probalistic Hidden,AIO:ProbabilisticHiddenLayer,AIO:Network
AIO:SymmetricallyConnectedNetwork,AIO:NetworkSubset,SCN,,Symmetrically Connected Network,FALSE,0.59,"Symmetrically connected networks are a type of recurrent neural network where connections between units are symmetrical, meaning they have equal weights in both directions. This structure allows the network to maintain consistent information flow and equilibrium.","Symmetrically connected networks are a type of recurrent neural network where connections between units are symmetrical, meaning they have equal weights in both directions. This structure allows the network to maintain consistent information flow and equilibrium.",A network that is a type of recurrent neural network where connections between units are symmetrical with equal weights in both directions.,A network that is a type of recurrent neural network where connections between units are symmetrical with equal weights in both directions.,https://ieeexplore.ieee.org/document/287176,,,AIO:Network
AIO:LiquidStateMachineNetwork,AIO:NetworkSubset,LSM,,Liquid State Machine Network,FALSE,0.50,"A liquid state machine (LSM) is a type of reservoir computer using a spiking neural network, with recurrently connected nodes turning time-varying input into spatio-temporal activation patterns.",,A network that is a type of reservoir computer turning time-varying input into spatio-temporal activation patterns.,A network that is a type of reservoir computer turning time-varying input into spatio-temporal activation patterns.,https://en.wikipedia.org/wiki/Liquid_state_machine,"Layers: Input, Spiking Hidden, Output",AIO:InputLayer|AIO:SpikingHiddenLayer|AIO:OutputLayer,AIO:Network
AIO:KohonenNetwork,AIO:NetworkSubset,KN|Self-Organizing Map|SOM|Self-Organizing Feature Map|SOFM,,Kohonen Network,FALSE,0.40,"A self-organizing map (SOM) or Kohonen network is an unsupervised machine learning technique producing a low-dimensional representation of high-dimensional data, preserving topological structure.",,A network that is an unsupervised technique producing a low-dimensional representation of high-dimensional data preserving topological structure.,A network that is an unsupervised technique producing a low-dimensional representation of high-dimensional data preserving topological structure.,https://en.wikipedia.org/wiki/Self-organizing_map,"Layers: Input, Hidden",AIO:InputLayer|AIO:HiddenLayer,AIO:Network
AIO:RecurrentNeuralNetwork,AIO:NetworkSubset,RecNN|Recurrent Network|RN,,Recurrent Neural Network,FALSE,0.35,"A recurrent neural network (RNN) has connections forming a directed graph along a temporal sequence, enabling dynamic temporal behavior.",,A deep neural network with connections forming a directed graph along a temporal sequence enabling dynamic behavior.,A network with connections forming a directed graph along a temporal sequence enabling dynamic behavior.,,,,AIO:Network
AIO:SupportVectorMachine,AIO:NetworkSubset,SVM|Supper Vector Network|SVN,,Support Vector Machine,FALSE,0.45,"Support vector machines (SVMs) are supervised learning models for classification and regression analysis, mapping training examples to points in space to maximize the gap between categories.",,A network with supervised learning models for classification and regression that maps training examples to points in space maximizing the gap between categories.,A network with supervised learning models for classification and regression that maps training examples to points in space maximizing the gap between categories.,https://en.wikipedia.org/wiki/Support-vector_machine,"Layers: Input, Hidden, Output",AIO:InputLayer|AIO:HiddenLayer|AIO:OutputLayer,AIO:Network
AIO:node2vecCBOW,AIO:NetworkSubset,N2V-CBOW,CBOW,node2vec-CBOW,FALSE,#N/A,,,"A node2vec that predicts the current node from a window of surrounding context nodes, with the order of context nodes not influencing prediction.","A node2vec that predicts the current node from a window of surrounding context nodes, with the order of context nodes not influencing prediction.",https://en.wikipedia.org/wiki/Node2vec,"Layers: Input, Hidden, Output",AIO:InputLayer|AIO:HiddenLayer|AIO:OutputLayer,AIO:node2vec
AIO:node2vecSkipGram,AIO:NetworkSubset,N2V-SkipGram,SkipGram,node2vec-SkipGram,FALSE,#N/A,,,"A node2vec that uses the current node to predict the surrounding window of context nodes, weighing nearby context nodes more heavily than distant ones.","A node2vec that uses the current node to predict the surrounding window of context nodes, weighing nearby context nodes more heavily than distant ones.",https://en.wikipedia.org/wiki/Node2vec,"Layers: Input, Hidden, Output",AIO:InputLayer|AIO:HiddenLayer|AIO:OutputLayer,AIO:node2vec
AIO:GroupNormLayer,AIO:LayerSubset,GroupNorm|GroupNorm,,GroupNorm Layer,FALSE,0.68,Applies Group Normalization over a mini-batch of inputs as described in the paper Group Normalization,Applies Group Normalization over a mini-batch of inputs as described in the paper Group Normalization,A normalization layer that applies Group Normalization over a mini-batch of inputs.,A normalization layer that applies Group Normalization over a mini-batch of inputs.,https://pytorch.org/docs/stable/nn.html#normalization-layers,,,AIO:NormalizationLayer
AIO:InstanceNorm1DLayer,AIO:LayerSubset,InstanceNorm1D|InstanceNorm1D|InstanceNorm1D,,InstanceNorm1D Layer,FALSE,0.69,Applies Instance Normalization over a 2D (unbatched) or 3D (batched) input as described in the paper Instance Normalization: The Missing Ingredient for Fast Stylization.,Applies Instance Normalization over a 2D (unbatched) or 3D (batched) input as described in the paper Instance Normalization: The Missing Ingredient for Fast Stylization.,A normalization layer that applies Instance Normalization over a 2D (unbatched) or 3D (batched) input.,A normalization layer that applies Instance Normalization over a 2D (unbatched) or 3D (batched) input.,https://pytorch.org/docs/stable/nn.html#normalization-layers,,,AIO:NormalizationLayer
AIO:InstanceNorm2D,AIO:LayerSubset,,,InstanceNorm2D,FALSE,0.59,Applies Instance Normalization over a 4D input (a mini-batch of 2D inputs with additional channel dimension) as described in the paper Instance Normalization: The Missing Ingredient for Fast Stylization.,Applies Instance Normalization over a 4D input (a mini-batch of 2D inputs with additional channel dimension) as described in the paper Instance Normalization: The Missing Ingredient for Fast Stylization.,A normalization layer that applies Instance Normalization over a 4D input (a mini-batch of 2D inputs with additional channel dimension).,A normalization layer that applies Instance Normalization over a 4D input (a mini-batch of 2D inputs with additional channel dimension).,https://pytorch.org/docs/stable/nn.html#normalization-layers,,,AIO:NormalizationLayer
AIO:InstanceNorm3DLayer,AIO:LayerSubset,InstanceNorm3D,,InstanceNorm3D Layer,FALSE,0.59,Applies Instance Normalization over a 5D input (a mini-batch of 3D inputs with additional channel dimension) as described in the paper Instance Normalization: The Missing Ingredient for Fast Stylization.,Applies Instance Normalization over a 5D input (a mini-batch of 3D inputs with additional channel dimension) as described in the paper Instance Normalization: The Missing Ingredient for Fast Stylization.,A normalization layer that applies Instance Normalization over a 5D input (a mini-batch of 3D inputs with additional channel dimension).,A normalization layer that applies Instance Normalization over a 5D input (a mini-batch of 3D inputs with additional channel dimension).,https://pytorch.org/docs/stable/nn.html#normalization-layers,,,AIO:NormalizationLayer
AIO:LayerNormLayer,AIO:LayerSubset,LayerNorm,,LayerNorm Layer,FALSE,0.68,Applies Layer Normalization over a mini-batch of inputs as described in the paper Layer Normalization,Applies Layer Normalization over a mini-batch of inputs as described in the paper Layer Normalization,A normalization layer that applies Layer Normalization over a mini-batch of inputs.,A normalization layer that applies Layer Normalization over a mini-batch of inputs.,https://pytorch.org/docs/stable/nn.html#normalization-layers,,,AIO:NormalizationLayer
AIO:LayerNormalizationLayer,AIO:LayerSubset,,,LayerNormalization Layer,FALSE,0.89,"Layer normalization layer (Ba et al., 2016). Normalize the activations of the previous layer for each given example in a batch independently, rather than across a batch like Batch Normalization. i.e. applies a transformation that maintains the mean activation within each example close to 0 and the activation standard deviation close to 1. Given a tensor inputs, moments are calculated and normalization is performed across the axes specified in axis.","Layer normalization layer (Ba et al., 2016). Normalize the activations of the previous layer for each given example in a batch independently, rather than across a batch like Batch Normalization. i.e. applies a transformation that maintains the mean activation within each example close to 0 and the activation standard deviation close to 1. Given a tensor inputs, moments are calculated and normalization is performed across the axes specified in axis.",A normalization layer that applies Layer Normalization over the inputs.,A normalization layer that applies Layer Normalization over the inputs.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/LayerNormalization,,,AIO:NormalizationLayer
AIO:LocalResponseNormLayer,AIO:LayerSubset,LocalResponseNorm,,LocalResponseNorm Layer,FALSE,0.57,"Applies local response normalization over an input signal composed of several input planes, where channels occupy the second dimension.","Applies local response normalization over an input signal composed of several input planes, where channels occupy the second dimension.",A normalization layer that applies local response normalization over an input signal composed of several input planes.,A normalization layer that applies local response normalization over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#normalization-layers,,,AIO:NormalizationLayer
AIO:BatchNormalizationLayer,AIO:LayerSubset,BatchNorm,,BatchNormalization Layer,FALSE,0.87,"Layer that normalizes its inputs. Batch normalization applies a transformation that maintains the mean output close to 0 and the output standard deviation close to 1. Importantly, batch normalization works differently during training and during inference. During training (i.e. when using fit() or when calling the layer/model with the argument training=True), the layer normalizes its output using the mean and standard deviation of the current batch of inputs. That is to say, for each channel being normalized, the layer returns gamma * (batch - mean(batch)) / sqrt(var(batch) + epsilon) + beta, where: epsilon is small constant (configurable as part of the constructor arguments), gamma is a learned scaling factor (initialized as 1), which can be disabled by passing scale=False to the constructor. beta is a learned offset factor (initialized as 0), which can be disabled by passing center=False to the constructor. During inference (i.e. when using evaluate() or predict() or when calling the layer/model with the argument training=False (which is the default), the layer normalizes its output using a moving average of the mean and standard deviation of the batches it has seen during training. That is to say, it returns gamma * (batch - self.moving_mean) / sqrt(self.moving_var + epsilon) + beta. self.moving_mean and self.moving_var are non-trainable variables that are updated each time the layer in called in training mode, as such: moving_mean = moving_mean * momentum + mean(batch) * (1 - momentum) moving_var = moving_var * momentum + var(batch) * (1 - momentum).","Layer that normalizes its inputs. Batch normalization applies a transformation that maintains the mean output close to 0 and the output standard deviation close to 1. Importantly, batch normalization works differently during training and during inference. During training (i.e. when using fit() or when calling the layer/model with the argument training=True), the layer normalizes its output using the mean and standard deviation of the current batch of inputs. That is to say, for each channel being normalized, the layer returns gamma * (batch - mean(batch)) / sqrt(var(batch) + epsilon) + beta, where: epsilon is small constant (configurable as part of the constructor arguments), gamma is a learned scaling factor (initialized as 1), which can be disabled by passing scale=False to the constructor. beta is a learned offset factor (initialized as 0), which can be disabled by passing center=False to the constructor. During inference (i.e. when using evaluate() or predict() or when calling the layer/model with the argument training=False (which is the default), the layer normalizes its output using a moving average of the mean and standard deviation of the batches it has seen during training. That is to say, it returns gamma * (batch - self.moving_mean) / sqrt(self.moving_var + epsilon) + beta. self.moving_mean and self.moving_var are non-trainable variables that are updated each time the layer in called in training mode, as such: moving_mean = moving_mean * momentum + mean(batch) * (1 - momentum) moving_var = moving_var * momentum + var(batch) * (1 - momentum).",A normalization layer that normalizes its inputs applying a transformation that maintains the mean close to 0 and the standard deviation close to 1.,A normalization layer that normalizes its inputs applying a transformation that maintains the mean close to 0 and the standard deviation close to 1.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/BatchNormalization,,,AIO:NormalizationLayer
AIO:NormalizationLayer,AIO:LayerSubset,,,Normalization Layer,FALSE,0.25,A preprocessing layer which normalizes continuous features.,,A preprocessing layer that normalizes continuous features.,A numerical features prepreprocessing layer that normalizes continuous features.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Normalization,,,AIO:NumericalFeaturesPreprocessingLayer
AIO:DiscretizationLayer,AIO:LayerSubset,,,Discretization Layer,FALSE,0.00,A preprocessing layer which buckets continuous features by ranges.,,A preprocessing layer which buckets continuous features by ranges.,A numerical features prepreprocessing layer which buckets continuous features by ranges.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/Discretization,,,AIO:NumericalFeaturesPreprocessingLayer
AIO:LPPool1DLayer,AIO:LayerSubset,LPPool1D,,LPPool1D Layer,FALSE,0.35,Applies a 1D power-average pooling over an input signal composed of several input planes.,,A pooling layer that applies 1D power-average pooling over an input signal composed of several input planes.,A pooling layer that applies 1D power-average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:LPPool2DLayer,AIO:LayerSubset,LPPool2D,,LPPool2D Layer,FALSE,0.35,Applies a 2D power-average pooling over an input signal composed of several input planes.,,A pooling layer that applies 2D power-average pooling over an input signal composed of several input planes.,A pooling layer that applies 2D power-average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AdaptiveAvgPool1DLayer,AIO:LayerSubset,AdaptiveAvgPool1D,,AdaptiveAvgPool1D Layer,FALSE,0.28,Applies a 1D adaptive average pooling over an input signal composed of several input planes.,,A pooling layer that applies a 1D adaptive average pooling over an input signal composed of several input planes.,A pooling layer that applies a 1D adaptive average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AdaptiveMaxPool1DLayer,AIO:LayerSubset,AdaptiveMaxPool1D,,AdaptiveMaxPool1D Layer,FALSE,0.28,Applies a 1D adaptive max pooling over an input signal composed of several input planes.,,A pooling layer that applies a 1D adaptive max pooling over an input signal composed of several input planes.,A pooling layer that applies a 1D adaptive max pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AvgPool1DLayer,AIO:LayerSubset,AvgPool1D,,AvgPool1D Layer,FALSE,0.29,Applies a 1D average pooling over an input signal composed of several input planes.,,A pooling layer that applies a 1D average pooling over an input signal composed of several input planes.,A pooling layer that applies a 1D average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AdaptiveAvgPool2DLayer,AIO:LayerSubset,AdaptiveAvgPool2D,,AdaptiveAvgPool2D Layer,FALSE,0.28,Applies a 2D adaptive average pooling over an input signal composed of several input planes.,,A pooling layer that applies a 2D adaptive average pooling over an input signal composed of several input planes.,A pooling layer that applies a 2D adaptive average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AdaptiveMaxPool2DLayer,AIO:LayerSubset,AdaptiveMaxPool2D,,AdaptiveMaxPool2D Layer,FALSE,0.28,Applies a 2D adaptive max pooling over an input signal composed of several input planes.,,A pooling layer that applies a 2D adaptive max pooling over an input signal composed of several input planes.,A pooling layer that applies a 2D adaptive max pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AvgPool2DLayer,AIO:LayerSubset,AvgPool2D,,AvgPool2D Layer,FALSE,0.29,Applies a 2D average pooling over an input signal composed of several input planes.,,A pooling layer that applies a 2D average pooling over an input signal composed of several input planes.,A pooling layer that applies a 2D average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:FractionalMaxPool2DLayer,AIO:LayerSubset,FractionalMaxPool2D,,FractionalMaxPool2D Layer,FALSE,0.28,Applies a 2D fractional max pooling over an input signal composed of several input planes.,,A pooling layer that applies a 2D fractional max pooling over an input signal composed of several input planes.,A pooling layer that applies a 2D fractional max pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AdaptiveAvgPool3DLayer,AIO:LayerSubset,AdaptiveAvgPool3D,,AdaptiveAvgPool3D Layer,FALSE,0.28,Applies a 3D adaptive average pooling over an input signal composed of several input planes.,,A pooling layer that applies a 3D adaptive average pooling over an input signal composed of several input planes.,A pooling layer that applies a 3D adaptive average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AdaptiveMaxPool3DLayer,AIO:LayerSubset,AdaptiveMaxPool3D,,AdaptiveMaxPool3D Layer,FALSE,0.28,Applies a 3D adaptive max pooling over an input signal composed of several input planes.,,A pooling layer that applies a 3D adaptive max pooling over an input signal composed of several input planes.,A pooling layer that applies a 3D adaptive max pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AvgPool3DLayer,AIO:LayerSubset,AvgPool3D,,AvgPool3D Layer,FALSE,0.29,Applies a 3D average pooling over an input signal composed of several input planes.,,A pooling layer that applies a 3D average pooling over an input signal composed of several input planes.,A pooling layer that applies a 3D average pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:FractionalMaxPool3DLayer,AIO:LayerSubset,FractionalMaxPool3D,,FractionalMaxPool3D Layer,FALSE,0.28,Applies a 3D fractional max pooling over an input signal composed of several input planes.,,A pooling layer that applies a 3D fractional max pooling over an input signal composed of several input planes.,A pooling layer that applies a 3D fractional max pooling over an input signal composed of several input planes.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:MaxUnpool1DLayer,AIO:LayerSubset,MaxUnpool1D,,MaxUnpool1D Layer,FALSE,0.55,Computes a partial inverse of MaxPool1D.,Computes a partial inverse of MaxPool1D.,A pooling layer that computes a partial inverse of MaxPool1D.,A pooling layer that computes a partial inverse of MaxPool1D.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:MaxUnpool2DLayer,AIO:LayerSubset,MaxUnpool2D,,MaxUnpool2D Layer,FALSE,0.55,Computes a partial inverse of MaxPool2D.,Computes a partial inverse of MaxPool2D.,A pooling layer that computes a partial inverse of MaxPool2D.,A pooling layer that computes a partial inverse of MaxPool2D.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:MaxUnpool3DLayer,AIO:LayerSubset,MaxUnpool3D,,MaxUnpool3D Layer,FALSE,0.55,Computes a partial inverse of MaxPool3D.,Computes a partial inverse of MaxPool3D.,A pooling layer that computes a partial inverse of MaxPool3D.,A pooling layer that computes a partial inverse of MaxPool3D.,https://pytorch.org/docs/stable/nn.html#pooling-layers,,,AIO:PoolingLayer
AIO:AveragePooling3DLayer,AIO:LayerSubset,AvgPool3D,,AveragePooling3D Layer,FALSE,0.82,"Average pooling operation for 3D data (spatial or spatio-temporal). Downsamples the input along its spatial dimensions (depth, height, and width) by taking the average value over an input window (of size defined by pool_size) for each channel of the input. The window is shifted by strides along each dimension.","Average pooling operation for 3D data (spatial or spatio-temporal). Downsamples the input along its spatial dimensions (depth, height, and width) by taking the average value over an input window (of size defined by pool_size) for each channel of the input. The window is shifted by strides along each dimension.",A pooling layer that performs average pooling for 3D data (spatial or spatio-temporal).,A pooling layer that performs average pooling for 3D data (spatial or spatio-temporal).,https://www.tensorflow.org/api_docs/python/tf/keras/layers/AveragePooling3D,,,AIO:PoolingLayer
AIO:AveragePooling2DLayer,AIO:LayerSubset,AvgPool2D,,AveragePooling2D Layer,FALSE,0.93,"Average pooling operation for spatial data. Downsamples the input along its spatial dimensions (height and width) by taking the average value over an input window (of size defined by pool_size) for each channel of the input. The window is shifted by strides along each dimension. The resulting output when using ""valid"" padding option has a shape (number of rows or columns) of: output_shape = math.floor((input_shape - pool_size) / strides) + 1 (when input_shape >= pool_size). The resulting output shape when using the ""same"" padding option is: output_shape = math.floor((input_shape - 1) / strides) + 1.","Average pooling operation for spatial data. Downsamples the input along its spatial dimensions (height and width) by taking the average value over an input window (of size defined by pool_size) for each channel of the input. The window is shifted by strides along each dimension. The resulting output when using ""valid"" padding option has a shape (number of rows or columns) of: output_shape = math.floor((input_shape - pool_size) / strides) + 1 (when input_shape >= pool_size). The resulting output shape when using the ""same"" padding option is: output_shape = math.floor((input_shape - 1) / strides) + 1.",A pooling layer that performs average pooling for spatial data.,A pooling layer that performs average pooling for spatial data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/AveragePooling2D,,,AIO:PoolingLayer
AIO:AveragePooling1DLayer,AIO:LayerSubset,AvgPool1D,,AveragePooling1D Layer,FALSE,0.90,"Average pooling for temporal data. Downsamples the input representation by taking the average value over the window defined by pool_size. The window is shifted by strides. The resulting output when using ""valid"" padding option has a shape of: output_shape = (input_shape - pool_size + 1) / strides). The resulting output shape when using the ""same"" padding option is: output_shape = input_shape / strides.","Average pooling for temporal data. Downsamples the input representation by taking the average value over the window defined by pool_size. The window is shifted by strides. The resulting output when using ""valid"" padding option has a shape of: output_shape = (input_shape - pool_size + 1) / strides). The resulting output shape when using the ""same"" padding option is: output_shape = input_shape / strides.",A pooling layer that performs average pooling for temporal data.,A pooling layer that performs average pooling for temporal data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/AveragePooling1D,,,AIO:PoolingLayer
AIO:GlobalAveragePooling3DLayer,AIO:LayerSubset,GlobalAvgPool3D,,GlobalAveragePooling3D Layer,FALSE,0.62,Global Average pooling operation for 3D data.,Global Average pooling operation for 3D data.,A pooling layer that performs global average pooling operation for 3D data.,A pooling layer that performs global average pooling operation for 3D data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GlobalAveragePooling3D,,,AIO:PoolingLayer
AIO:GlobalAveragePooling2DLayer,AIO:LayerSubset,GlobalAvgPool2D,,GlobalAveragePooling2D Layer,FALSE,0.50,Global average pooling operation for spatial data.,Global average pooling operation for spatial data.,A pooling layer that performs global average pooling operation for spatial data.,A pooling layer that performs global average pooling operation for spatial data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GlobalAveragePooling2D,,,AIO:PoolingLayer
AIO:GlobalAveragePooling1DLayer,AIO:LayerSubset,GlobalAvgPool1D,,GlobalAveragePooling1D Layer,FALSE,0.50,Global average pooling operation for temporal data.,Global average pooling operation for temporal data.,A pooling layer that performs global average pooling operation for temporal data.,A pooling layer that performs global average pooling operation for temporal data.,https://www.tensorflow.org/api_docs/python/tf/keras/layers/GlobalAveragePooling1D,,,AIO:PoolingLayer
